UID,i,j,fij
1,DE14,AT11,1
2,DE21,AT11,1
3,DE23,AT11,1
4,DE26,AT11,2
5,DE91,AT11,1
6,DEB3,AT11,1
7,FR42,AT11,1
8,HU22,AT11,3
9,HU31,AT11,1
10,ITE4,AT11,1
11,CZ03,AT12,3
12,CZ06,AT12,9
13,CZ07,AT12,2
14,DE11,AT12,6
15,DE13,AT12,1
16,DE21,AT12,4
17,DE22,AT12,1
18,DE23,AT12,5
19,DE25,AT12,1
20,DE26,AT12,2
21,DE42,AT12,1
22,DE71,AT12,2
23,DE72,AT12,3
24,DE92,AT12,1
25,DE94,AT12,1
26,DEA1,AT12,1
27,DEA5,AT12,1
28,DEB1,AT12,1
29,DED2,AT12,1
30,DEG0,AT12,1
31,DK03,AT12,1
32,FR10,AT12,2
33,FR26,AT12,1
34,FR41,AT12,1
35,FR53,AT12,1
36,FR82,AT12,1
37,HU22,AT12,4
38,HU32,AT12,1
39,ITC4,AT12,1
40,ITD2,AT12,1
41,ITD5,AT12,1
42,ITE4,AT12,1
43,LU00,AT12,1
44,PL12,AT12,1
45,PL22,AT12,1
46,PL31,AT12,1
47,PL32,AT12,2
48,PL41,AT12,1
49,PL62,AT12,1
50,SK02,AT12,3
51,CZ06,AT13,1
52,HU10,AT13,1
53,PL12,AT13,1
54,SI02,AT13,1
55,SK01,AT13,1
56,DE11,AT21,2
57,DE14,AT21,1
58,DE21,AT21,3
59,DE24,AT21,2
60,DE25,AT21,1
61,DE71,AT21,2
62,DE80,AT21,1
63,DE94,AT21,2
64,DEA2,AT21,1
65,DEA3,AT21,1
66,DEA4,AT21,1
67,DEA5,AT21,1
68,DEE0,AT21,1
69,DEF0,AT21,2
70,DK01,AT21,1
71,ES51,AT21,1
72,FR10,AT21,1
73,GR12,AT21,1
74,HU21,AT21,1
75,HU22,AT21,1
76,HU23,AT21,1
77,ITD3,AT21,1
78,ITD4,AT21,10
79,ITE1,AT21,2
80,NL42,AT21,1
81,PL32,AT21,1
82,SE11,AT21,1
83,SI02,AT21,3
85,BE34,AT22,1
86,CH06,AT22,1
87,CZ03,AT22,1
88,CZ06,AT22,1
89,DE11,AT22,1
90,DE12,AT22,1
91,DE13,AT22,1
92,DE21,AT22,1
93,DE23,AT22,1
94,DE25,AT22,1
95,DE27,AT22,1
96,DE71,AT22,2
97,DE72,AT22,2
98,EE00,AT22,1
99,FI18,AT22,1
100,FR25,AT22,1
101,FR30,AT22,1
102,HU21,AT22,3
103,HU22,AT22,3
104,HU23,AT22,1
105,HU33,AT22,1
106,IE01,AT22,1
107,IE02,AT22,1
108,ITC4,AT22,1
109,ITD3,AT22,1
110,ITD4,AT22,2
111,ITE1,AT22,1
112,ITE3,AT22,1
113,ITE4,AT22,1
114,LT00,AT22,1
115,LU00,AT22,1
116,LV00,AT22,1
117,MT00,AT22,1
118,NL11,AT22,1
119,NL42,AT22,1
120,NO06,AT22,1
121,PL22,AT22,1
122,PL42,AT22,1
123,RO11,AT22,1
124,RO42,AT22,1
125,SE12,AT22,1
126,SI01,AT22,2
127,SI02,AT22,1
128,SK03,AT22,1
129,UKG3,AT22,1
130,UKK2,AT22,1
132,BG33,AT31,1
133,CZ03,AT31,4
134,DE21,AT31,1
135,DE22,AT31,5
136,DE24,AT31,2
137,DE25,AT31,3
138,DE71,AT31,1
139,DE80,AT31,1
140,DE91,AT31,1
141,DEA2,AT31,1
142,DEB1,AT31,1
143,DED1,AT31,1
144,DEE0,AT31,1
145,DEF0,AT31,2
146,FR61,AT31,1
147,HU21,AT31,1
148,HU33,AT31,1
149,ITC4,AT31,1
150,ITD3,AT31,1
151,ITD4,AT31,2
152,ITD5,AT31,2
153,ITE1,AT31,1
154,ITE3,AT31,1
155,ITE4,AT31,1
156,ITF1,AT31,1
157,LU00,AT31,1
158,PL22,AT31,1
159,PT15,AT31,1
160,SE12,AT31,2
161,SI01,AT31,2
162,CH01,AT32,1
163,DE21,AT32,1
164,DEB3,AT32,1
165,DED2,AT32,1
166,FR21,AT32,1
167,ITD1,AT32,1
168,ITD3,AT32,1
169,ITD5,AT32,1
170,LT00,AT32,1
171,CH04,AT33,1
172,CH05,AT33,2
173,DE13,AT33,2
174,DE21,AT33,1
175,DE27,AT33,2
176,DE71,AT33,2
177,DE72,AT33,1
178,DE73,AT33,1
179,DEA4,AT33,1
180,DEA5,AT33,1
181,DK05,AT33,1
182,ES41,AT33,1
183,FI1A,AT33,1
184,FR10,AT33,1
185,FR25,AT33,1
186,FR41,AT33,1
187,FR71,AT33,2
188,ITC1,AT33,1
189,ITD1,AT33,4
190,ITD2,AT33,2
191,ITD3,AT33,2
192,ITE4,AT33,1
193,LU00,AT33,1
194,PL21,AT33,1
195,RO11,AT33,1
196,UKJ2,AT33,1
197,DE13,AT34,1
198,DE14,AT34,1
199,DEG0,AT34,1
200,FR42,AT34,1
201,HU33,AT34,1
202,UKN0,AT34,1
203,DE30,BE10,1
204,ES30,BE10,1
205,ES61,BE10,1
206,FR10,BE10,6
207,FR22,BE10,1
208,FR61,BE10,1
209,FR82,BE10,2
210,ITD3,BE10,1
211,ITE1,BE10,1
212,LT00,BE10,1
213,NL32,BE10,1
214,NL41,BE10,1
215,RO42,BE10,1
216,UKI1,BE10,1
217,DE26,BE21,2
218,DE71,BE21,2
219,DE80,BE21,1
220,DEA1,BE21,1
221,DEA2,BE21,1
222,DEB1,BE21,2
223,DEB3,BE21,1
224,ES12,BE21,1
225,ES51,BE21,1
226,FR26,BE21,1
227,FR42,BE21,1
228,FR82,BE21,1
229,NL33,BE21,2
230,PL21,BE21,1
231,PL32,BE21,1
232,PL41,BE21,1
233,PL42,BE21,1
234,SK03,BE21,1
235,DEA1,BE22,1
236,DEA4,BE22,1
237,PL22,BE22,1
238,PL41,BE22,1
239,SI02,BE22,1
241,BG32,BE23,1
242,BG34,BE23,1
243,CZ03,BE23,1
244,CZ05,BE23,1
245,DE21,BE23,1
246,DE71,BE23,2
247,DE72,BE23,1
248,DE92,BE23,1
249,DE94,BE23,1
250,DEA1,BE23,1
251,DEF0,BE23,1
252,EE00,BE23,1
253,FR30,BE23,1
254,FR42,BE23,1
255,FR71,BE23,1
256,FR81,BE23,1
257,FR82,BE23,1
258,ITD3,BE23,2
259,ITD5,BE23,1
260,ITE1,BE23,1
261,ITE4,BE23,1
262,NL11,BE23,2
263,NL21,BE23,1
264,NL33,BE23,1
265,NL41,BE23,1
266,PT16,BE23,1
267,RO22,BE23,1
268,UKF1,BE23,1
269,UKJ1,BE23,2
270,UKJ2,BE23,1
271,CZ04,BE24,1
272,DE21,BE24,1
273,DE42,BE24,1
274,DEA5,BE24,4
275,DEB3,BE24,1
276,FR26,BE24,1
277,FR30,BE24,1
278,FR52,BE24,1
279,FR82,BE24,1
280,ITC4,BE24,1
281,NL34,BE24,1
282,NL41,BE24,2
283,PL21,BE24,1
284,PL22,BE24,1
285,SK01,BE24,1
286,CZ05,BE25,1
287,DE12,BE25,1
288,DE13,BE25,1
289,DE21,BE25,2
290,DE71,BE25,3
291,DE72,BE25,1
292,DE92,BE25,1
293,DEA2,BE25,1
294,DEA5,BE25,1
295,DEG0,BE25,1
296,EE00,BE25,1
297,ES41,BE25,2
298,FR10,BE25,1
299,FR21,BE25,2
300,FR23,BE25,1
301,FR30,BE25,3
302,FR52,BE25,1
303,FR82,BE25,1
304,ITD1,BE25,1
305,PL41,BE25,1
306,SK02,BE25,1
307,UKJ1,BE25,2
308,UKJ4,BE25,1
309,DE11,BE31,1
310,DEA5,BE31,2
311,FR10,BE31,2
312,FR25,BE31,2
313,FR53,BE31,1
314,FR62,BE31,1
315,HU21,BE31,1
316,ITD3,BE31,1
317,ITD5,BE31,2
318,LU00,BE31,1
319,UKJ3,BE31,1
320,CZ06,BE32,1
321,DE13,BE32,2
322,FR10,BE32,5
323,FR21,BE32,2
324,FR25,BE32,1
325,FR30,BE32,5
326,FR42,BE32,2
327,FR43,BE32,1
328,FR52,BE32,1
329,FR53,BE32,1
330,FR61,BE32,1
331,FR63,BE32,2
332,FR71,BE32,1
333,FR82,BE32,1
334,ITC2,BE32,1
335,ITE1,BE32,3
336,ITE2,BE32,1
337,ITF1,BE32,1
338,ITF4,BE32,1
339,ITG1,BE32,1
340,PL41,BE32,2
341,RO11,BE32,1
342,RO12,BE32,1
343,UKJ4,BE32,1
344,CZ03,BE33,1
345,DEA1,BE33,1
346,DEA2,BE33,3
347,DEF0,BE33,1
348,ES61,BE33,1
349,FR22,BE33,1
350,FR25,BE33,1
351,FR26,BE33,2
352,FR30,BE33,2
353,FR41,BE33,3
354,FR63,BE33,1
355,FR81,BE33,1
356,HU33,BE33,1
357,ITC1,BE33,2
358,ITD5,BE33,1
359,ITE1,BE33,2
360,ITF2,BE33,2
361,ITF4,BE33,1
362,LU00,BE33,1
363,NL33,BE33,1
364,NL42,BE33,1
365,PT11,BE33,1
366,UKE4,BE33,1
367,UKM3,BE33,1
368,AT22,BE34,1
370,CZ03,BE34,1
371,DE23,BE34,1
372,DEB2,BE34,1
373,EE00,BE34,1
374,FI18,BE34,1
375,FR25,BE34,1
376,FR41,BE34,2
377,HU22,BE34,1
378,HU31,BE34,1
379,IE01,BE34,1
380,ITC4,BE34,1
381,ITF1,BE34,1
382,LT00,BE34,1
383,LU00,BE34,2
384,LV00,BE34,1
385,MT00,BE34,1
386,NL42,BE34,1
387,PL34,BE34,1
388,PL42,BE34,1
389,SE12,BE34,1
390,SK03,BE34,1
391,UKD2,BE34,1
392,UKK2,BE34,1
393,DEF0,BE35,1
394,ES12,BE35,1
395,FR26,BE35,2
396,FR41,BE35,1
397,FR52,BE35,1
398,FR71,BE35,1
399,FR82,BE35,2
400,GR24,BE35,1
401,ITD4,BE35,2
402,ITF1,BE35,1
403,PT16,BE35,1
404,UKF2,BE35,1
405,CY00,BG31,1
406,CZ05,BG31,1
407,DE11,BG31,1
408,DE73,BG31,1
409,DEB3,BG31,1
410,DEG0,BG31,2
411,ES41,BG31,1
412,GR12,BG31,1
413,GR14,BG31,1
414,HU10,BG31,1
415,HU33,BG31,1
416,PT11,BG31,1
417,RO22,BG31,1
418,RO41,BG31,2
419,SK03,BG31,1
420,BE23,BG32,1
422,DE41,BG32,1
423,DE80,BG32,1
424,DED1,BG32,1
425,ES42,BG32,1
426,FR10,BG32,1
427,FR21,BG32,1
428,FR26,BG32,1
429,FR61,BG32,1
430,GR30,BG32,1
431,HU10,BG32,1
432,HU21,BG32,1
433,HU22,BG32,2
434,ITC1,BG32,1
435,LT00,BG32,1
436,MT00,BG32,1
437,NL13,BG32,1
438,PL21,BG32,2
439,PT17,BG32,1
440,RO21,BG32,1
441,RO31,BG32,6
442,SK01,BG32,1
443,SK04,BG32,1
444,UKN0,BG32,1
445,AT31,BG33,1
446,CH05,BG33,1
447,CZ05,BG33,1
448,DE12,BG33,1
449,DE42,BG33,1
450,DE60,BG33,1
451,DE80,BG33,1
452,DK05,BG33,1
453,FI18,BG33,1
454,FR10,BG33,1
455,FR26,BG33,1
456,FR71,BG33,1
457,GR13,BG33,1
458,GR30,BG33,1
459,HU22,BG33,1
460,HU32,BG33,1
461,HU33,BG33,1
462,ITC3,BG33,1
463,NL32,BG33,1
464,PT11,BG33,1
465,RO12,BG33,1
466,RO22,BG33,3
467,RO31,BG33,1
468,SE22,BG33,1
469,BE23,BG34,1
470,DE21,BG34,1
471,DEG0,BG34,1
472,FR10,BG34,1
473,FR51,BG34,1
474,FR82,BG34,1
475,GR11,BG34,1
476,GR12,BG34,1
477,GR14,BG34,1
478,HU22,BG34,1
479,HU31,BG34,1
480,HU33,BG34,1
481,IE02,BG34,1
482,NL33,BG34,1
483,PL11,BG34,1
484,PL12,BG34,1
485,PT17,BG34,1
486,RO12,BG34,1
487,RO31,BG34,1
488,RO41,BG34,1
489,RO42,BG34,1
490,UKK3,BG34,1
491,UKN0,BG34,1
493,CH01,BG41,1
494,CZ05,BG41,1
495,ES30,BG41,1
496,FI18,BG41,1
497,FR10,BG41,1
498,FR25,BG41,1
499,GR11,BG41,2
500,GR12,BG41,3
501,GR30,BG41,1
502,GR43,BG41,1
503,HU10,BG41,1
504,HU21,BG41,1
505,IE02,BG41,1
506,ITC4,BG41,1
507,PL31,BG41,1
508,PT11,BG41,1
509,PT16,BG41,1
510,RO31,BG41,1
511,RO32,BG41,1
512,SK01,BG41,1
513,SK03,BG41,1
514,UKI1,BG41,1
515,UKL2,BG41,1
516,CZ06,BG42,1
517,DE41,BG42,1
518,DED3,BG42,1
519,ES52,BG42,1
520,GR11,BG42,2
521,GR12,BG42,3
522,GR13,BG42,1
523,HU21,BG42,1
524,HU31,BG42,1
525,ITC1,BG42,1
526,ITE1,BG42,1
527,ITE4,BG42,1
528,PL21,BG42,1
529,PL41,BG42,2
530,PT16,BG42,1
531,SK04,BG42,1
532,UKF2,BG42,1
533,AT32,CH01,1
534,BG41,CH01,1
539,DE12,CH01,1
540,DE13,CH01,2
541,DE14,CH01,2
542,DE71,CH01,1
543,FR10,CH01,2
544,FR25,CH01,1
545,FR30,CH01,1
546,FR42,CH01,1
547,FR43,CH01,2
548,FR61,CH01,1
549,FR71,CH01,3
550,FR82,CH01,5
551,ITC1,CH01,3
552,ITC2,CH01,2
553,ITC4,CH01,1
554,ITF1,CH01,1
555,ITG1,CH01,1
556,LU00,CH01,1
557,PL11,CH01,1
558,RO12,CH01,1
559,RO21,CH01,1
563,CZ03,CH02,2
564,CZ06,CH02,1
565,DE11,CH02,1
566,DE71,CH02,1
567,DEG0,CH02,1
568,FR41,CH02,1
569,FR42,CH02,1
570,FR43,CH02,1
571,FR82,CH02,2
572,ITC2,CH02,1
573,ITC4,CH02,1
574,ITE1,CH02,1
575,ITF4,CH02,2
576,PL21,CH02,1
580,DE13,CH03,3
581,DE14,CH03,1
582,DE42,CH03,1
583,FR23,CH03,1
584,FR30,CH03,1
585,ITD1,CH03,1
586,NL33,CH03,1
587,RO12,CH03,1
588,AT33,CH04,1
592,CZ03,CH04,1
593,DE41,CH04,1
594,ITG1,CH04,1
595,AT33,CH05,2
596,BG33,CH05,1
600,CZ05,CH05,1
601,DE11,CH05,1
602,DE13,CH05,1
603,DE14,CH05,1
604,FR25,CH05,1
605,FR71,CH05,1
606,HU22,CH05,1
607,ITE4,CH05,1
608,SK04,CH05,1
609,AT22,CH06,1
610,CZ07,CH06,1
611,DE23,CH06,1
612,DE25,CH06,1
613,DE42,CH06,1
614,FR42,CH06,1
615,PL22,CH06,1
616,UKK2,CH06,2
617,BG31,CY00,1
618,DEA2,CY00,2
619,ES12,CY00,1
620,ES51,CY00,1
621,FR82,CY00,1
622,GR11,CY00,1
623,GR12,CY00,2
624,GR14,CY00,1
625,GR21,CY00,1
626,GR22,CY00,1
627,GR23,CY00,1
628,GR25,CY00,1
629,GR30,CY00,2
630,GR43,CY00,1
631,HU33,CY00,1
632,ITC4,CY00,1
633,ITE4,CY00,1
634,MT00,CY00,1
635,RO32,CY00,1
636,SK01,CY00,1
637,DE24,CZ01,1
638,DE25,CZ01,1
639,DE30,CZ01,1
640,DE60,CZ01,1
641,DE71,CZ01,1
642,DK01,CZ01,2
643,ES21,CZ01,1
644,ES30,CZ01,1
645,FI18,CZ01,1
646,FR10,CZ01,1
647,FR81,CZ01,1
648,GR30,CZ01,1
649,HU32,CZ01,1
650,LU00,CZ01,1
651,NL33,CZ01,1
652,PL32,CZ01,1
653,SK01,CZ01,1
654,UKG3,CZ01,1
655,DE11,CZ02,1
656,DE21,CZ02,1
657,DE41,CZ02,4
658,DE42,CZ02,1
659,DE71,CZ02,3
660,DE91,CZ02,1
661,DED1,CZ02,1
662,DED2,CZ02,1
663,DK02,CZ02,1
664,FI18,CZ02,1
665,FR10,CZ02,1
666,FR21,CZ02,1
667,FR26,CZ02,1
668,FR41,CZ02,1
669,FR82,CZ02,1
670,HU31,CZ02,1
671,HU32,CZ02,2
672,ITD2,CZ02,2
673,ITD5,CZ02,1
674,NL32,CZ02,1
675,PL22,CZ02,1
676,PL51,CZ02,3
677,PL52,CZ02,1
678,SK01,CZ02,1
679,SK02,CZ02,2
680,SK03,CZ02,4
681,SK04,CZ02,2
682,UKH1,CZ02,1
683,AT12,CZ03,3
684,AT22,CZ03,1
685,AT31,CZ03,4
686,BE23,CZ03,1
687,BE33,CZ03,1
688,BE34,CZ03,1
689,CH02,CZ03,2
690,CH04,CZ03,1
692,DE12,CZ03,1
693,DE13,CZ03,1
694,DE22,CZ03,8
695,DE23,CZ03,8
696,DE72,CZ03,1
697,DEG0,CZ03,5
698,EE00,CZ03,1
699,FI18,CZ03,1
700,FR25,CZ03,1
701,FR41,CZ03,1
702,FR43,CZ03,1
703,FR52,CZ03,1
704,FR63,CZ03,1
705,HU22,CZ03,1
706,IE01,CZ03,1
707,IS00,CZ03,1
708,ITC4,CZ03,1
709,ITD2,CZ03,1
710,ITE1,CZ03,1
711,LT00,CZ03,3
712,LU00,CZ03,1
713,LV00,CZ03,1
714,MT00,CZ03,1
715,NL21,CZ03,1
716,NL23,CZ03,1
717,NL42,CZ03,2
718,PL41,CZ03,1
719,PL42,CZ03,1
720,RO12,CZ03,1
721,SE12,CZ03,1
722,SI01,CZ03,1
723,SK02,CZ03,2
724,SK03,CZ03,4
725,UKK2,CZ03,1
726,UKL1,CZ03,1
727,BE24,CZ04,1
729,DE12,CZ04,2
730,DE23,CZ04,2
731,DE24,CZ04,2
732,DE41,CZ04,1
733,DE71,CZ04,1
734,DE73,CZ04,2
735,DEB2,CZ04,1
736,DED1,CZ04,5
737,DED2,CZ04,5
738,DEE0,CZ04,1
739,FI18,CZ04,1
740,FR10,CZ04,2
741,GR24,CZ04,1
742,ITD3,CZ04,1
743,ITD5,CZ04,1
744,ITE1,CZ04,1
745,ITE4,CZ04,1
746,ITG1,CZ04,1
747,LT00,CZ04,1
748,PL22,CZ04,1
749,PL31,CZ04,2
750,PL42,CZ04,2
751,SE23,CZ04,1
752,SK02,CZ04,1
753,SK03,CZ04,2
754,UKD2,CZ04,1
755,BE23,CZ05,1
756,BE25,CZ05,1
757,BG31,CZ05,1
758,BG33,CZ05,1
759,BG41,CZ05,1
760,CH05,CZ05,1
763,DE21,CZ05,2
764,DE22,CZ05,1
765,DE23,CZ05,1
766,DE24,CZ05,2
767,DE26,CZ05,1
768,DE27,CZ05,2
769,DE42,CZ05,1
770,DE71,CZ05,2
771,DE72,CZ05,1
772,DE73,CZ05,3
773,DEC0,CZ05,2
774,DED1,CZ05,2
775,DED2,CZ05,6
776,DEE0,CZ05,3
777,DEG0,CZ05,2
778,FR10,CZ05,2
779,FR22,CZ05,1
780,FR25,CZ05,1
781,FR41,CZ05,1
782,HU21,CZ05,1
783,HU22,CZ05,2
784,ITC1,CZ05,1
785,ITC4,CZ05,1
786,ITE1,CZ05,1
787,ITE2,CZ05,1
788,ITF1,CZ05,1
789,NL22,CZ05,1
790,NL31,CZ05,1
791,PL32,CZ05,1
792,PL41,CZ05,1
793,PL42,CZ05,1
794,PL43,CZ05,1
795,PL51,CZ05,29
796,PL52,CZ05,2
797,SE33,CZ05,1
798,SI02,CZ05,1
799,SK02,CZ05,2
800,SK03,CZ05,6
801,SK04,CZ05,7
802,UKH1,CZ05,1
803,AT12,CZ06,9
804,AT13,CZ06,1
805,AT22,CZ06,1
806,BE32,CZ06,1
807,BG42,CZ06,1
808,CH02,CZ06,1
811,DE11,CZ06,2
812,DE25,CZ06,1
813,DED3,CZ06,7
814,DEE0,CZ06,1
815,DEG0,CZ06,2
816,DK03,CZ06,1
817,FR23,CZ06,1
818,FR41,CZ06,1
819,FR52,CZ06,1
820,FR62,CZ06,2
821,ITD1,CZ06,1
822,ITD2,CZ06,1
823,ITD5,CZ06,2
824,ITE1,CZ06,1
825,LT00,CZ06,1
826,NL31,CZ06,1
827,NL32,CZ06,1
828,PL11,CZ06,1
829,PL21,CZ06,1
830,PL22,CZ06,1
831,PL32,CZ06,3
832,PL41,CZ06,1
833,PL51,CZ06,2
834,PL61,CZ06,1
835,PL62,CZ06,1
836,SK01,CZ06,3
837,SK02,CZ06,12
838,SK03,CZ06,1
839,SK04,CZ06,7
840,UKE4,CZ06,1
841,AT12,CZ07,2
842,CH06,CZ07,1
846,DE26,CZ07,1
847,DE27,CZ07,2
848,DE71,CZ07,1
849,DE73,CZ07,1
850,DEB1,CZ07,1
851,DED1,CZ07,1
852,DEG0,CZ07,1
853,FI19,CZ07,2
854,FR10,CZ07,1
855,FR24,CZ07,1
856,FR71,CZ07,1
857,HU32,CZ07,1
858,HU33,CZ07,1
859,ITC4,CZ07,1
860,NL11,CZ07,1
861,NL33,CZ07,1
862,PL12,CZ07,1
863,PL21,CZ07,1
864,PL22,CZ07,6
865,PL32,CZ07,2
866,PL42,CZ07,1
867,PL52,CZ07,3
868,PL62,CZ07,1
869,SK02,CZ07,11
870,SK03,CZ07,4
871,SK04,CZ07,2
872,UKK2,CZ07,1
874,DE21,CZ08,1
875,DE71,CZ08,2
876,DE72,CZ08,1
877,DED1,CZ08,1
878,DED2,CZ08,2
879,ES12,CZ08,1
880,FR10,CZ08,1
881,FR41,CZ08,1
882,GR30,CZ08,1
883,HU31,CZ08,1
884,ITD5,CZ08,1
885,LT00,CZ08,1
886,PL22,CZ08,16
887,PL52,CZ08,10
888,PL61,CZ08,1
889,SK03,CZ08,8
890,SK04,CZ08,3
891,UKG3,CZ08,1
892,AT12,DE11,6
893,AT21,DE11,2
894,AT22,DE11,1
895,BE31,DE11,1
896,BG31,DE11,1
897,CH02,DE11,1
898,CH05,DE11,1
899,CZ02,DE11,1
900,CZ06,DE11,2
909,ES23,DE11,1
910,FI18,DE11,1
911,FR10,DE11,15
912,FR21,DE11,4
913,FR23,DE11,1
914,FR25,DE11,1
915,FR26,DE11,1
916,FR41,DE11,3
917,FR42,DE11,2
918,FR43,DE11,2
919,FR51,DE11,1
920,FR53,DE11,1
921,FR61,DE11,2
922,FR62,DE11,2
923,FR63,DE11,1
924,FR71,DE11,10
925,FR72,DE11,1
926,FR81,DE11,2
927,FR82,DE11,4
928,HU10,DE11,1
929,HU21,DE11,4
930,HU22,DE11,3
931,HU23,DE11,6
932,HU31,DE11,2
933,HU33,DE11,1
934,ITC1,DE11,5
935,ITC4,DE11,2
936,ITD3,DE11,2
937,ITD4,DE11,1
938,ITD5,DE11,5
939,ITF3,DE11,1
940,ITF4,DE11,1
941,LT00,DE11,1
942,NL33,DE11,1
943,PL11,DE11,2
944,PL12,DE11,1
945,PL31,DE11,3
946,PL41,DE11,1
947,PL43,DE11,1
948,PT16,DE11,1
949,RO42,DE11,1
950,SE12,DE11,1
951,SI01,DE11,1
952,UKC1,DE11,1
953,UKD3,DE11,1
954,UKE3,DE11,1
955,UKF1,DE11,1
956,UKF2,DE11,1
957,UKH1,DE11,1
958,UKH3,DE11,2
959,UKK2,DE11,1
960,UKK4,DE11,1
961,UKL1,DE11,4
962,UKL2,DE11,2
963,AT22,DE12,1
964,BE25,DE12,1
965,BG33,DE12,1
966,CH01,DE12,1
967,CZ03,DE12,1
968,CZ04,DE12,2
977,ES21,DE12,1
978,ES51,DE12,2
979,ES61,DE12,1
980,FR10,DE12,7
981,FR21,DE12,4
982,FR22,DE12,3
983,FR24,DE12,2
984,FR41,DE12,6
985,FR43,DE12,3
986,FR52,DE12,1
987,FR61,DE12,2
988,FR71,DE12,2
989,FR81,DE12,1
990,FR82,DE12,6
991,HU10,DE12,1
992,HU21,DE12,1
993,HU23,DE12,3
994,HU33,DE12,1
995,ITC1,DE12,3
996,ITC4,DE12,1
997,ITD3,DE12,4
998,ITD5,DE12,2
999,ITE2,DE12,1
1000,ITE3,DE12,4
1001,ITG1,DE12,1
1002,LT00,DE12,1
1003,LV00,DE12,1
1004,PL11,DE12,1
1005,PL22,DE12,1
1006,PL51,DE12,2
1007,PL61,DE12,1
1008,PT11,DE12,1
1009,PT17,DE12,1
1010,RO42,DE12,1
1011,SI02,DE12,1
1012,UKF1,DE12,1
1013,UKH1,DE12,1
1014,UKJ2,DE12,1
1015,UKJ3,DE12,1
1016,UKL1,DE12,2
1017,AT12,DE13,1
1018,AT22,DE13,1
1019,AT33,DE13,2
1020,AT34,DE13,1
1021,BE25,DE13,1
1022,BE32,DE13,2
1023,CH01,DE13,2
1024,CH03,DE13,3
1025,CH05,DE13,1
1026,CZ03,DE13,1
1034,ES61,DE13,1
1035,FR10,DE13,5
1036,FR21,DE13,1
1037,FR22,DE13,1
1038,FR24,DE13,1
1039,FR26,DE13,1
1040,FR42,DE13,8
1041,FR43,DE13,6
1042,FR53,DE13,1
1043,FR61,DE13,1
1044,FR71,DE13,4
1045,FR82,DE13,10
1046,HU22,DE13,1
1047,HU32,DE13,1
1048,ITC3,DE13,5
1049,ITC4,DE13,1
1050,ITD3,DE13,2
1051,ITE2,DE13,1
1052,ITE3,DE13,1
1053,ITE4,DE13,1
1054,ITF1,DE13,1
1055,ITF6,DE13,1
1056,PL22,DE13,2
1057,PL62,DE13,1
1058,SI01,DE13,1
1059,SK02,DE13,1
1060,SK03,DE13,1
1061,UKD2,DE13,1
1062,UKF1,DE13,1
1063,UKH2,DE13,1
1064,UKI2,DE13,1
1065,UKJ2,DE13,7
1066,AT11,DE14,1
1067,AT21,DE14,1
1068,AT34,DE14,1
1069,CH01,DE14,2
1070,CH03,DE14,1
1071,CH05,DE14,1
1076,FR10,DE14,5
1077,FR22,DE14,2
1078,FR23,DE14,1
1079,FR24,DE14,4
1080,FR25,DE14,1
1081,FR41,DE14,1
1082,FR42,DE14,2
1083,FR43,DE14,1
1084,FR71,DE14,8
1085,FR81,DE14,3
1086,FR82,DE14,1
1087,HU21,DE14,3
1088,HU32,DE14,2
1089,HU33,DE14,1
1090,ITC1,DE14,2
1091,ITC3,DE14,2
1092,ITC4,DE14,5
1093,ITE1,DE14,2
1094,ITE2,DE14,1
1095,PL51,DE14,1
1096,SK01,DE14,1
1097,UKC2,DE14,1
1098,UKD2,DE14,1
1099,UKJ1,DE14,2
1100,UKK1,DE14,1
1101,UKL1,DE14,2
1102,AT11,DE21,1
1103,AT12,DE21,4
1104,AT21,DE21,3
1105,AT22,DE21,1
1106,AT31,DE21,1
1107,AT32,DE21,1
1108,AT33,DE21,1
1109,BE23,DE21,1
1110,BE24,DE21,1
1111,BE25,DE21,2
1112,BG34,DE21,1
1113,CZ02,DE21,1
1114,CZ05,DE21,2
1115,CZ08,DE21,1
1125,ES61,DE21,1
1126,FI18,DE21,2
1127,FR10,DE21,5
1128,FR23,DE21,1
1129,FR24,DE21,2
1130,FR42,DE21,1
1131,FR51,DE21,1
1132,FR61,DE21,2
1133,FR62,DE21,1
1134,FR71,DE21,2
1135,FR72,DE21,3
1136,FR81,DE21,2
1137,FR82,DE21,6
1138,FR83,DE21,1
1139,GR25,DE21,1
1140,HU10,DE21,1
1141,HU21,DE21,1
1142,HU22,DE21,3
1143,HU23,DE21,1
1144,ITC1,DE21,1
1145,ITC4,DE21,2
1146,ITD1,DE21,1
1147,ITD3,DE21,6
1148,ITD5,DE21,1
1149,ITE1,DE21,4
1150,ITE3,DE21,3
1151,ITE4,DE21,4
1152,ITF5,DE21,1
1153,NO01,DE21,1
1154,PL21,DE21,1
1155,PL22,DE21,4
1156,PL41,DE21,1
1157,PL52,DE21,2
1158,SI01,DE21,1
1159,UKH2,DE21,1
1160,UKJ1,DE21,2
1161,UKJ2,DE21,1
1162,UKM2,DE21,2
1163,AT12,DE22,1
1164,AT31,DE22,5
1165,CZ03,DE22,8
1166,CZ05,DE22,1
1171,ES61,DE22,1
1172,FR22,DE22,1
1173,FR53,DE22,1
1174,FR61,DE22,2
1175,FR71,DE22,1
1176,FR82,DE22,1
1177,GR21,DE22,1
1178,HU21,DE22,1
1179,IE01,DE22,1
